Source;Target;Place of sending;Place of receiving;Date of sending
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-08-20
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-08-20
skp020263;skp029080;Paris (fr);[Den Haag (nl)];1639-08-20
skp009899;skp020263;Rouen (fr);Paris (fr);1639-08-24
skp016070;skp020263;Hamburg (de);Paris (fr);1639-08-26
skp037503;skp020263;Gdansk (pl);Paris (fr);1639-08-26
skp020263;skp006847;Paris (fr);[Amsterdam (nl)];1639-08-27
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-08-27
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-08-27
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-08-27
skp020263;skp026889;Paris (fr);[Hamburg (de)];1639-08-27
skp020263;epist11084;Paris (fr);[Paris (fr)];1639-08-20
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-08-28
skp043611;skp020263;[Den Haag (nl)];Paris (fr);1639-08-29
epist0000;skp020263;?;[Paris (fr)];1639-08
skp025402;epist0000;?;?;1639-07/1639-08
epist10472;skp020263;?;[Paris (fr)];1639-09
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-09-01
skp020263;skp034001;Paris (fr);[Gdansk (pl)];1639-09-01
skp007980;skp020263;Västerås (se);[Paris (fr)];1639-09-02
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-09-03
skp013104;skp020263;Canterbury (gb);Paris (fr);1639-09-03
skp020263;skp043611;[Paris (fr)];[Den Haag (nl)];1639-09-03
skp020263;skp016070;Paris (fr);[Hamburg (de)];1639-09-03
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-09-03
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-09-03
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-09-08
skp029436;skp020263;Amsterdam (nl);Paris (fr);1639-09-09
epist10605;skp020263;[Paris (fr)];Paris (fr);1639-09-09
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-09-10
skp020263;skp008703;Paris (fr);[Den Haag (nl)];1639-09-10
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-09-10
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-09-10
skp020263;skp035177;Paris (fr);Den Haag (nl);1639-09-10
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-09-12
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-09-22
skp020679;skp020263;Gdansk (pl);[Paris (fr)];1639-09-15
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-09-15
skp037503;skp020263;Gdansk (pl);Paris (fr);1639-09-16
skp020263;skp026144;Paris (fr);?;1639-09-17
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-09-17
skp020263;skp043611;[Paris (fr)];[Den Haag (nl)];1639-09-17
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-09-17
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-09-17
skp020263;skp013104;Paris (fr);[Canterbury (gb)];1639-09-19
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-09-19
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-09-29
epist10905;skp020263;Genova (it);[Paris (fr)];1639-09-23
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-09-24
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-09-24
skp020263;skp020679;Paris (fr);Gdansk (pl);1639-09-24
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-09-24
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-09-24
skp016522;skp020263;[Amsterdam (nl)];Paris (fr);1639-09-25
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-09-26
skp006847;skp020263;Amsterdam (nl);[Paris (fr)];1639-09-30
skp020263;skp032464;Paris (fr);Den Haag (nl);1639-10-01
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-10-01
skp020263;skp016070;Paris (fr);[Hamburg (de)];1639-10-01
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-10-01
skp020263;skp015524;Paris (fr);[Stockholm (se)];1639-10-01
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-10-01
skp020263;epist10722;Paris (fr);[Amsterdam (nl)];1639-10-01
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-10-03
skp037503;skp020263;Gdansk (pl);Paris (fr);1639-10-03
skp017789;skp020263;Roma (it);[Paris (fr)];1639-10-04
skp020263;skp026144;Paris (fr);?;1639-10-08
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1639-10-08
skp020263;skp043611;[Paris (fr)];[Den Haag (nl)];1639-10-08
skp020263;skp034519;[Paris (fr)];[Amsterdam (nl)];1639-10-08
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-10-08
skp020263;skp035177;Paris (fr);Den Haag (nl);1639-10-08
skp020263;epist10901;Paris (fr);[Amsterdam (nl)];1639-10-08
skp032021;skp020263;Saumur (fr);Paris (fr);1639-10-10
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-10-10
skp020263;skp016522;Paris (fr);[Amsterdam (nl)];1639-10-10
skp020263;epist11127;Paris (fr);?;1639-10-11
skp020263;skp026889;Paris (fr);[Hamburg (de)];1639-10-11
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-10-13
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1639-10-15
skp020263;skp007980;Paris (fr);[Västerås (se)];1639-10-15
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-10-15
skp020263;skp016070;Paris (fr);[Hamburg (de)];1639-10-15
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-10-15
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-10-15
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-10-17
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-10-20
skp020263;skp006847;Paris (fr);[Amsterdam (nl)];1639-10-22
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-10-22
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-10-22
skp020263;skp020679;Paris (fr);Gdansk (pl);1639-10-22
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-10-22
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-10-22
skp020263;skp029436;Paris (fr);[Amsterdam (nl)];1639-10-22
skp020263;skp026221;Paris (fr);?;1639-10-22
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-10-24
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-11-04
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-10-24
skp024719;skp020263;[Paris (fr)];[Paris (fr)];1639-10-25
epist10472;skp020263;Dieppe (fr);Paris (fr);1639-10-26
skp020263;skp032464;Paris (fr);Den Haag (nl);1639-10-29
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-10-29
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-10-29
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-10-29
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-11-10
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-10-31
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-10-31
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-11-01
skp026889;skp020263;Hamburg (de);Paris (fr);1639-11-02
skp020263;skp026144;Paris (fr);?;1639-11-05
skp020263;skp032464;Paris (fr);Den Haag (nl);1639-11-05
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-11-05
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-11-05
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-11-05
skp024625;skp020263;Den Haag (nl);[Paris (fr)];1639-11-06
skp017558;skp020263;[Den Haag (nl)];[Paris (fr)];1639-11-07
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-11-07
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-11-07
epist0376;skp020263;Den Haag (nl);[Paris (fr)];1639-11-07
epist0000;epist0000;Szczecin (pl);?;1639-08-10
skp034247;skp020263;[Paris (fr)];[Paris (fr)];1639-11-09
skp020679;skp020263;Gdansk (pl);Paris (fr);1639-11-10
skp020263;epist10665;Paris (fr);?;1639-11-11
skp037503;skp020263;Gdansk (pl);Paris (fr);1639-11-11
skp020263;skp017789;Paris (fr);Roma (it);1639-11-11
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1639-11-12
epist11369;skp020263;?;[Paris (fr)];1639-11-12
skp020263;skp016070;Paris (fr);[Hamburg (de)];1639-11-12
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-11-12
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-11-12
skp020263;skp016522;[Paris (fr)];[Amsterdam (nl)];1639-11-12
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-11-14
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-11-14
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-11-14
skp029080;skp020263;Den Haag (nl);Paris (fr);1639-11-15
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-11-17
skp037503;skp020263;[Gdansk (pl)];Paris (fr);1639-11-18
skp020263;skp032464;Paris (fr);Den Haag (nl);1639-11-19
skp020263;skp007980;Paris (fr);[Västerås (se)];1639-11-19
epist10905;skp020263;Venezia (it);Paris (fr);1639-11-19
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-11-19
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-11-19
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-11-19
skp034699;skp020263;Amsterdam (nl);[Paris (fr)];1639-11-21
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-12-01
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-11-21
skp020679;skp020263;Gdansk (pl);Paris (fr);1639-11-24
skp037503;skp020263;[Gdansk (pl)];[Paris (fr)];1639-11-24
skp020263;skp005759;Paris (fr);[Eutin (de)];1639-11-25
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1639-11-26
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-11-26
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-11-26
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-11-26
skp020263;skp026889;Paris (fr);[Hamburg (de)];1639-11-26
skp020263;skp016522;Paris (fr);[Amsterdam (nl)];1639-11-30
skp008594;skp020263;[Den Haag (nl)];[Paris (fr)];1639-12
skp016522;skp020263;Amsterdam (nl);Paris (fr);1639-12-01
skp020263;skp032464;Paris (fr);Den Haag (nl);1639-12-03
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-12-03
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-12-03
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-12-03
skp020263;skp029080;Paris (fr);[Den Haag (nl)];1639-12-03
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-12-05
epist0000;epist0000;?;?;?
epist0376;skp020263;Den Haag (nl);[Paris (fr)];1639-12-05
skp020263;epist0376;[Paris (fr)];[Den Haag (nl)];1639-08-29
skp026889;skp020263;Hamburg (de);[Paris (fr)];1639-12-06
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1639-12-10
skp020263;skp020679;Paris (fr);[Gdansk (pl)];1639-12-10
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-12-10
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-12-10
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-12-12
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-12-22
skp026889;skp020263;Hamburg (de);[Paris (fr)];1639-12-13
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-12-15
skp037503;skp020263;Gdansk (pl);Paris (fr);1639-12-15
epist11268;skp020263;London (gb);Paris (fr);1639-12-15
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1639-12-17
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-12-17
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-12-17
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-12-17
skp026889;skp020263;Hamburg (de);[Paris (fr)];1639-12-20
skp020263;epist11268;Paris (fr);[Holme Lacy (gb)];1639-12-22
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1639-12-24
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-12-24
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-12-24
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-12-24
skp005861;skp020263;Zürich (ch);[Paris (fr)];1640-01-04
skp017558;skp020263;Den Haag (nl);[Paris (fr)];1639-12-26
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-12-26
epist0376;skp020263;Den Haag (nl);[Paris (fr)];1639-12-26
skp006847;skp020263;Amsterdam (nl);Paris (fr);1639-12-28
skp006847;skp008594;[Amsterdam (nl)];Den Haag (nl);1639-12
skp007980;skp020263;[Stockholm (se)];[Paris (fr)];1639-12-29
skp020263;skp032464;Paris (fr);Den Haag (nl);1639-12-31
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-12-31
skp020263;skp020679;Paris (fr);[Gdansk (pl)];1639-12-31
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-12-31
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-12-31
skp020263;skp026889;Paris (fr);[Hamburg (de)];1639-12-31
skp005861;skp020263;[Zürich (ch)];[Paris (fr)];1639-12
epist10472;skp020263;Den Haag (nl);[Paris (fr)];1640-01-02
skp043611;skp020263;Den Haag (nl);Paris (fr);1640-01-02
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1640-01-02
epist0376;skp020263;Den Haag (nl);[Paris (fr)];1640-01-02
epist0000;epist0000;Szczecin (pl);?;1639-12-05
skp037503;skp020263;[Gdansk (pl)];Paris (fr);1640-01-05
skp020263;skp032464;[Paris (fr)];[Den Haag (nl)];1640-01-07
skp020263;skp026354;[Paris (fr)];[Amsterdam (nl)];1640-01-07
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1640-01-07
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1640-01-07
skp020263;skp026889;Paris (fr);[Hamburg (de)];1640-01-07
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-01-09
skp026889;skp020263;Hamburg (de);[Paris (fr)];1640-01-10
skp016522;skp020263;Amsterdam (nl);[Paris (fr)];1640-01-11
skp005861;skp020263;Zürich (ch);[Paris (fr)];1640-01-12
skp020263;skp043611;[Paris (fr)];[Den Haag (nl)];1640-01-13
skp008335;skp020263;Paris (fr);[Paris (fr)];1640-01-13
skp020263;skp006847;Paris (fr);[Amsterdam (nl)];1640-01-14
skp020263;skp032464;Paris (fr);Den Haag (nl);1640-01-14
skp020263;epist10472;Paris (fr);[Den Haag (nl)];1640-01-14
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-01-14
skp020263;skp026787;Paris (fr);?;1640-01-14
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1640-01-15
skp043611;skp020263;Den Haag (nl);Paris (fr);1640-01-16
epist0376;skp020263;Den Haag (nl);[Paris (fr)];1640-01-16
epist0000;skp020263;Hamburg (de);?;1639-12-20
skp026889;skp020263;Hamburg (de);[Paris (fr)];1640-01-17
skp005861;skp020263;Zürich (ch);[Paris (fr)];1640-01-18
skp020263;skp008335;Paris (fr);[Paris (fr)];1640-01-18
skp020679;skp020263;Gdansk (pl);Paris (fr);1640-01-20
skp037503;skp020263;Gdansk (pl);Paris (fr);1640-01-20
skp020263;skp032464;Paris (fr);Den Haag (nl);1640-01-21
skp020263;skp007980;Paris (fr);[Stockholm (se)];1640-01-21
skp020263;skp015524;Paris (fr);[Stockholm (se)];1640-01-21
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1640-01-21
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-01-22
skp017558;skp020263;Den Haag (nl);[Paris (fr)];1640-01-23
skp043611;skp020263;Den Haag (nl);Paris (fr);1640-01-23
skp026889;skp020263;Hamburg (de);[Paris (fr)];1640-01-24
skp037503;skp020263;Gdansk (pl);Paris (fr);1640-01-25
skp005861;skp020263;Zürich (ch);[Paris (fr)];1640-01-26
epist0000;epist0000;Istanbul (tr);?;1639-11-20
skp020263;skp032464;Paris (fr);Den Haag (nl);1640-01-28
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1640-01-28
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-01-28
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1640-01-28
skp020263;skp026889;Paris (fr);[Hamburg (de)];1640-01-28
epist11881;skp020263;Weimar (de);Paris (fr);1640-01-30
skp026889;skp020263;Hamburg (de);[Paris (fr)];1640-01-31
skp005861;skp020263;Zürich (ch);[Paris (fr)];1640-02-02
epist0000;epist0000;?;?;?
skp037503;skp020263;Gdansk (pl);[Paris (fr)];1640-02-02
skp020263;skp016522;Paris (fr);[Amsterdam (nl)];1640-02-02
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1640-02-04
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1640-02-04
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-02-04
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1640-02-04
skp020263;skp026889;Paris (fr);[Hamburg (de)];1640-02-04
skp043611;skp020263;Den Haag (nl);Paris (fr);1640-02-06
skp026889;skp020263;Hamburg (de);[Paris (fr)];1640-02-07
skp005861;skp020263;Zürich (ch);[Paris (fr)];1640-02-09
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1640-02-11
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-02-11
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1640-02-11
skp043611;skp020263;Den Haag (nl);Paris (fr);1640-02-13
skp026889;skp020263;Hamburg (de);[Paris (fr)];1640-02-14
skp005861;skp020263;Zürich (ch);[Paris (fr)];1640-02-16
epist10799;skp020263;Amsterdam (nl);[Paris (fr)];1640-02-18
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1640-02-18
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1640-02-18
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-02-18
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1640-02-18
skp035177;skp020263;[Den Haag (nl)];Paris (fr);1640-02-20
epist0376;skp020263;Den Haag (nl);[Paris (fr)];1640-02-20
skp005861;skp020263;Zürich (ch);[Paris (fr)];1640-02-23
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1640-02-24
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1640-02-25
skp020263;skp020679;Paris (fr);Gdansk (pl);1640-02-25
skp020263;epist11202;Paris (fr);Nyköping (se);1640-02-25
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1640-02-25
skp020263;skp026889;[Paris (fr)];[Hamburg (de)];1640-02-25
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-02-26
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-02-26
skp043611;skp020263;Den Haag (nl);Paris (fr);1640-02-27
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1640-02-27
skp026889;skp020263;Hamburg (de);[Paris (fr)];1640-02-28
skp020679;skp020263;Gdansk (pl);[Paris (fr)];1640-03-01
skp005861;skp020263;Zürich (ch);[Paris (fr)];1640-03-01
skp037503;skp020263;Gdansk (pl);[Paris (fr)];1640-03-02
skp037503;skp004280;Gdansk (pl);[Stockholm (se)];1640-03-02
epist0000;skp020263;?;[Paris (fr)];1640
skp020263;epist10799;[Paris (fr)];[Amsterdam (nl)];1640-03-03
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1640-03-03
skp020263;skp007980;[Paris (fr)];[Stockholm (se)];1640-03-03
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1640-03-03
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-03-03
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1640-03-03
skp020263;skp013104;Paris (fr);[Canterbury (gb)];1640-03-05
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1640-03-05
skp043611;skp020263;Den Haag (nl);Paris (fr);1640-03-05
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1640-03-05
skp020263;skp008335;Paris (fr);[Rouen (fr)];1640-03-05
skp026889;skp020263;Hamburg (de);[Paris (fr)];1640-03-06
skp005861;skp020263;Zürich (ch);[Paris (fr)];1640-03-07
skp020263;skp032464;Paris (fr);Den Haag (nl);1640-03-10
skp017558;skp020263;Den Haag (nl);[Paris (fr)];1640-03-10
skp020263;skp043611;[Paris (fr)];[Den Haag (nl)];1640-03-10
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-03-10
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1640-03-10
skp043611;skp020263;Den Haag (nl);Paris (fr);1640-03-12
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1640-03-12
skp016219;skp020263;Hamburg (de);[Paris (fr)];1640-03-13
skp005861;skp020263;Zürich (ch);[Paris (fr)];1640-03-15
skp008335;skp020263;Rouen (fr);[Paris (fr)];1640-03-15
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1640-03-17
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1640-03-17
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-03-17
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1640-03-17
skp037503;skp020263;Gdansk (pl);Paris (fr);1640-03-18
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1640-03-20
skp005861;skp020263;Zürich (ch);[Paris (fr)];1640-03-22
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1640-03-24
skp020263;skp043611;[Paris (fr)];[Den Haag (nl)];1640-03-24
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-03-24
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1640-03-24
skp020263;skp026889;Paris (fr);[Hamburg (de)];1640-03-24
skp043611;skp020263;Den Haag (nl);Paris (fr);1640-03-25
skp020263;skp004280;[Paris (fr)];[Stockholm (se)];1640-03-25
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1640-03-27
skp026889;skp020263;Hamburg (de);[Paris (fr)];1640-03-27
skp020679;skp020263;Gdansk (pl);[Paris (fr)];1640-03-29
skp005861;skp020263;Zürich (ch);[Paris (fr)];1640-03-29
epist10806;skp020263;Paris (fr);[Paris (fr)];1640-03-30
epist11881;skp007980;Weimar (de);[Stockholm (se)];1640-02-11
skp037503;skp020263;Gdansk (pl);Paris (fr);1640-03-30
skp020263;skp032464;Paris (fr);Den Haag (nl);1640-03-31
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1640-03-31
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-03-31
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1640-03-31
skp020263;skp026889;Paris (fr);[Hamburg (de)];1640-03-31
skp043611;skp020263;Den Haag (nl);Paris (fr);1640-04-02
skp005861;skp020263;Zürich (ch);[Paris (fr)];1640-04-05
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1640-04-07
skp020263;skp007980;Paris (fr);[Stockholm (se)];1640-04-07
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1640-04-07
skp020263;skp020679;Paris (fr);[Gdansk (pl)];1640-04-07
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-04-07
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1640-04-07
skp020263;epist0376;Paris (fr);[Den Haag (nl)];1640-04-07
skp043611;skp020263;Den Haag (nl);Paris (fr);1640-04-09
skp005861;skp020263;Zürich (ch);[Paris (fr)];1640-04-12
skp037503;skp020263;Gdansk (pl);Paris (fr);1640-04-13
skp026889;skp020263;Hamburg (de);[Paris (fr)];1640-04-13
skp020263;skp032464;Paris (fr);Den Haag (nl);1640-04-14
skp020263;skp007980;Paris (fr);[Stockholm (se)];1640-04-14
skp020263;skp043611;[Paris (fr)];[Den Haag (nl)];1640-04-14
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-04-14
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-04-14
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1640-04-14
skp020263;skp026889;[Paris (fr)];[Hamburg (de)];1640-04-14
skp017558;skp020263;Amsterdam (nl);[Paris (fr)];1640-04-16
skp033710;skp020263;Den Haag (nl);Paris (fr);1640-04-16
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1640-04-16
skp020679;skp020263;Gdansk (pl);[Paris (fr)];1640-04-17
skp020263;epist10665;Paris (fr);?;1640-04-17
skp005861;skp020263;Zürich (ch);[Paris (fr)];1640-04-19
skp037503;skp020263;Gdansk (pl);Paris (fr);1640-04-20
skp026889;skp020263;Hamburg (de);Paris (fr);1640-04-20
skp020263;skp032464;Paris (fr);Den Haag (nl);1640-04-21
skp020263;skp043611;[Paris (fr)];[Den Haag (nl)];1640-04-21
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-04-21
skp043611;skp020263;Den Haag (nl);Paris (fr);1640-04-23
skp033710;skp020263;[Den Haag (nl)];[Paris (fr)];1640-04-23
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1640-04-23
skp005861;skp020263;Zürich (ch);[Paris (fr)];1640-04-25
epist0000;epist0000;Milano (it);?;1640-04-17
skp020263;skp020679;Paris (fr);[Gdansk (pl)];1640-04-26
skp020263;skp004280;Paris (fr);[Stockholm (se)];1640-04-27
