Source;Target;Place of sending;Place of receiving;Date of sending
skp020263;skp053494;Paris (fr);[Stockholm (se)];1638-11-27
skp020263;skp043611;[Paris (fr)];[Den Haag (nl)];1638-11-27
skp020263;skp016070;Paris (fr);[Hamburg (de)];1638-11-27
skp020263;skp004280;Paris (fr);[Stockholm (se)];1638-11-27
skp020263;skp035177;Paris (fr);Den Haag (nl);1638-11-27
skp020263;skp032464;Paris (fr);Den Haag (nl);1638-11-28
skp043611;skp020263;Den Haag (nl);Paris (fr);1638-11-29
skp020263;skp041775;Paris (fr);?;1638-11-30
skp020263;epist10954;Paris (fr);[Stockholm (se)];1638-12-02
skp037503;skp020263;Gdansk (pl);Paris (fr);1638-12-02
skp020263;skp032464;Paris (fr);Den Haag (nl);1638-12-04
skp020263;skp007980;Paris (fr);[Stockholm (se)];1638-12-04
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1638-12-04
skp016070;skp020263;Hamburg (de);Paris (fr);1638-12-04
skp020263;skp004280;Paris (fr);[Stockholm (se)];1638-12-04
skp020263;skp026889;Paris (fr);[Hamburg (de)];1638-12-04
skp020263;skp035177;Paris (fr);Den Haag (nl);1638-12-05
skp017558;skp020263;Den Haag (nl);[Paris (fr)];1638-12-06
skp020263;skp004280;Paris (fr);[Stockholm (se)];1638-12-10
skp020263;skp004280;Paris (fr);[Stockholm (se)];1638-12-10
skp020263;skp032464;Paris (fr);Den Haag (nl);1638-12-11
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1638-12-11
skp020263;skp020679;Paris (fr);[Gdansk (pl)];1638-12-11
skp020263;skp016070;Paris (fr);[Hamburg (de)];1638-12-11
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1638-12-11
skp016522;skp020263;Amsterdam (nl);Paris (fr);1638-12-15
skp020679;skp020263;Gdansk (pl);[Paris (fr)];1638-12-16
skp005861;skp020263;Zürich (ch);[Paris (fr)];1638-12-16
skp020263;skp032464;Paris (fr);Den Haag (nl);1638-12-18
skp020263;skp004280;Paris (fr);[Stockholm (se)];1638-12-18
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1638-12-18
skp017558;skp020263;Den Haag (nl);[Paris (fr)];1638-12-20
skp043611;skp020263;Den Haag (nl);Paris (fr);1638-12-20
epist0376;skp020263;Den Haag (nl);[Paris (fr)];1638-12-20
skp005861;skp020263;Zürich (ch);[Paris (fr)];1638-12-23
skp016070;skp020263;Hamburg (de);Paris (fr);1638-12-24
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1638-12-25
skp005861;skp020263;Zürich (ch);[Paris (fr)];1638-12-25
skp034519;skp020263;Amsterdam (nl);[Paris (fr)];1638-12-25
skp020263;skp004280;Paris (fr);[Stockholm (se)];1638-12-25
skp020263;skp004280;Paris (fr);[Stockholm (se)];1638-12-25
skp020263;skp035177;Paris (fr);Den Haag (nl);1638-12-25
skp043611;skp020263;Den Haag (nl);Paris (fr);1638-12-27
skp005861;skp020263;Zürich (ch);[Paris (fr)];1638-12-27
skp005861;skp020263;Zürich (ch);[Paris (fr)];1638-12-30
skp037503;skp020263;Gdansk (pl);Paris (fr);1638-12-30
skp043317;skp020263;?;[Paris (fr)];1639
skp008933;epist0000;?;?;?
skp008335;skp020263;[Paris (fr)];[Paris (fr)];1639
skp020263;skp032464;Paris (fr);Den Haag (nl);1639-01-01
skp020263;skp043611;[Paris (fr)];[Den Haag (nl)];1639-01-01
skp020263;skp016070;[Paris (fr)];[Hamburg (de)];1639-01-01
skp020263;skp004280;[Paris (fr)];[Stockholm (se)];1639-01-01
skp020263;skp004280;[Paris (fr)];[Stockholm (se)];1639-01-01
skp020263;skp004280;[Paris (fr)];[Stockholm (se)];1639-01
skp020263;skp026889;[Paris (fr)];[Hamburg (de)];1639-01-01
skp020263;skp016522;[Paris (fr)];[Amsterdam (nl)];1639-01-01
skp017558;skp020263;Den Haag (nl);[Paris (fr)];1639-01-02
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-01-03
skp016070;skp020263;Hamburg (de);Paris (fr);1639-01-03
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-01-03
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1639-01-08
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-01-08
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-01-10
epist0376;skp020263;Den Haag (nl);Paris (fr);1639-01-10
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-01-13
skp020263;skp032464;Paris (fr);Den Haag (nl);1639-01-15
skp020263;skp043611;[Paris (fr)];[Den Haag (nl)];1639-01-15
skp020263;skp020679;[Paris (fr)];Gdansk (pl);1639-01-15
skp020263;skp016070;Paris (fr);[Hamburg (de)];1639-01-15
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-01-15
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-01-15
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-01-17
skp020679;skp020263;Gdansk (pl);[Paris (fr)];1639-01-20
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-01-20
skp037503;skp020263;Gdansk (pl);Paris (fr);1639-01-20
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1639-01-22
skp020263;skp007980;Paris (fr);[Stockholm (se)];1639-01-22
skp020263;epist10954;Paris (fr);[Stockholm (se)];1639-01-22
skp028573;skp020263;[Den Haag (nl)];[Paris (fr)];1639-01~
skp020263;skp013458;Paris (fr);[London (gb)];1639-01-22
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-01-22
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-01-22
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-01-22
skp017558;skp020263;Den Haag (nl);[Paris (fr)];1639-01-24
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-01-24
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-01-24
skp020263;epist11202;Paris (fr);Stegeborg (se);1639-01-25
skp016070;skp020263;Hamburg (de);Paris (fr);1639-01-25
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-01-27
skp020263;skp032464;Paris (fr);Den Haag (nl);1639-01-29
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-01-29
skp020263;skp035177;Paris (fr);Den Haag (nl);1639-01-29
skp017558;skp020263;Den Haag (nl);Paris (fr);1639-01-31
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-02-10
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-01-31
epist10799;skp020263;Orléans (fr);[Paris (fr)];1639-02-01
skp020263;skp032464;Paris (fr);Den Haag (nl);1639-02-05
skp020263;skp043611;[Paris (fr)];[Den Haag (nl)];1639-02-05
skp020263;skp020679;Paris (fr);[Gdansk (pl)];1639-02-05
skp020263;skp016070;Paris (fr);[Hamburg (de)];1639-02-05
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-02-05
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-02-05
skp020263;epist10799;Paris (fr);?;1639-02-07
epist10472;skp020263;?;Paris (fr);1639-02-07
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-02-07
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-02-07
skp013458;skp020263;London (gb);[Paris (fr)];1639-02-09
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1639-02-12
skp020263;skp007980;Paris (fr);[Stockholm (se)];1639-02-12
skp020263;epist11202;Paris (fr);?;1639-02-12
skp020263;skp040743;Paris (fr);[Den Haag (nl)];1639-02-12
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-02-12
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-02-12
skp017558;skp020263;Den Haag (nl);[Paris (fr)];1639-02-14
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-02-14
skp020263;skp014490;Paris (fr);[Genève (ch)];1639-02-16
skp020679;skp020263;Gdansk (pl);[Paris (fr)];1639-02-17
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-02-17
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1639-02-19
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-02-19
skp020263;skp020679;Paris (fr);[Gdansk (pl)];1639-02-19
skp020263;skp013458;Paris (fr);London (gb);1639-02-19
skp020263;skp016070;Paris (fr);[Hamburg (de)];1639-02-19
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-02-19
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-02-19
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-03-03
skp035177;skp020263;[Den Haag (nl)];Paris (fr);1639-02-21
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-02-24
skp037503;skp020263;Gdansk (pl);Paris (fr);1639-02-24
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1639-02-26
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-02-26
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-02-26
skp037503;skp020263;[Gdansk (pl)];Paris (fr);1639-02-27
skp020263;skp032674;[Paris (fr)];[Paris (fr)];1639-02-28
skp017558;skp020263;Den Haag (nl);[Paris (fr)];1639-02-28
skp013458;skp020263;London (gb);Paris (fr);1639-02-28
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-02-28
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-02-28
skp020263;epist10472;[Paris (fr)];?;1639-03-01
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-03-03
skp020679;skp020263;Gdansk (pl);[Paris (fr)];1639-03-03
skp005861;skp020263;Zürich (ch);Paris (fr);1639-03-03
skp020263;skp032464;Paris (fr);Den Haag (nl);1639-03-05
skp020263;skp016070;[Paris (fr)];[Hamburg (de)];1639-03-05
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-03-05
skp020263;skp035177;Paris (fr);Den Haag (nl);1639-03-05
skp026255;skp020263;Amsterdam (nl);[Paris (fr)];1639-03-07
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-03-07
skp020263;epist10472;Paris (fr);?;1639-03-08
skp020263;skp017558;Paris (fr);[Den Haag (nl)];1639-03-09
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-03-09
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-03-11
skp020263;skp032464;Paris (fr);Den Haag (nl);1639-03-12
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-03-12
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-03-12
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-03-13
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-03-14
skp035177;skp020263;[Den Haag (nl)];Paris (fr);1639-03-14
skp025036;skp020263;Den Haag (nl);[Paris (fr)];1639-03-15
skp016070;skp020263;Hamburg (de);Paris (fr);1639-03-15
skp020679;skp020263;Gdansk (pl);[Paris (fr)];1639-03-17
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-03-17
skp017558;skp020263;Den Haag (nl);[Paris (fr)];1639-03-18
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-03-18
skp020263;skp032464;Paris (fr);Den Haag (nl);1639-03-19
skp020263;skp013104;Paris (fr);[Canterbury (gb)];1639-03-19
skp020263;skp016070;Paris (fr);[Hamburg (de)];1639-03-19
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-03-19
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-03-19
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-03-21
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-03-23
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-03-24
skp037503;skp020263;Gdansk (pl);Paris (fr);1639-03-24
skp020263;skp028573;Paris (fr);?;1639-03-25
skp016070;skp020263;Hamburg (de);[Paris (fr)];1639-03-25
skp020263;skp032464;Paris (fr);[Den Haag (nl)];1639-03-26
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-03-26
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-03-26
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-03-26
skp017558;skp020263;Den Haag (nl);[Paris (fr)];1639-03-28
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-03-28
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-04-07
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-03-28
skp040037;skp020263;Hamburg (de);Paris (fr);1639-03-29
skp020679;skp020263;Gdansk (pl);[Paris (fr)];1639-03-31
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-03-31
epist11268;skp020263;London (gb);[Paris (fr)];1639-03-31
epist11268;skp020263;London (gb);[Paris (fr)];1639-03-31
skp020263;skp032464;Paris (fr);Den Haag (nl);1639-04-02
skp020263;skp020679;Paris (fr);[Gdansk (pl)];1639-04-02
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-04-02
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-04-02
skp017558;skp020263;Den Haag (nl);[Paris (fr)];1639-04-03
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-04-03
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-04-04
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-04-04
skp006847;skp020263;Amsterdam (nl);[Paris (fr)];1639-04-05
skp020263;skp032464;Paris (fr);Den Haag (nl);1639-04-09
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-04-09
skp020263;skp016070;Paris (fr);[Hamburg (de)];1639-04-09
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-04-09
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-04-09
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-04-09
skp017558;skp020263;Den Haag (nl);Paris (fr);1639-04-11
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-04-11
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-04-12
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-04-14
skp037503;skp020263;Gdansk (pl);Paris (fr);1639-04-14
skp016522;skp020263;Amsterdam (nl);Paris (fr);1639-04-14
skp020263;skp006847;Paris (fr);[Amsterdam (nl)];1639-04-16
skp020263;skp032464;Paris (fr);Den Haag (nl);1639-04-16
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-04-16
skp020263;skp043611;[Paris (fr)];[Den Haag (nl)];1639-04-16
skp020263;skp020679;Paris (fr);[Gdansk (pl)];1639-04-16
skp020263;skp016070;Paris (fr);[Hamburg (de)];1639-04-16
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-04-16
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-04-16
skp020263;epist11268;Paris (fr);[Holme Lacy (gb)];1639-04-16
skp043611;skp020263;[Den Haag (nl)];Paris (fr);1639-04-18
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-04-18
skp017558;skp020263;Den Haag (nl);[Paris (fr)];1639-04-19
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-04-21
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-04-23
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-04-23
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-04-23
skp020263;skp035177;Paris (fr);Den Haag (nl);1639-04-25
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-04-25
skp026889;skp020263;Hamburg (de);[Paris (fr)];1639-04-26
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-04-28
skp037503;skp020263;Gdansk (pl);[Paris (fr)];1639-04-28
skp020263;skp034210;Paris (fr);[Strasbourg (fr)];1639-04-30
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-04-30
skp020263;skp020679;Paris (fr);Gdansk (pl);1639-04-30
skp020263;skp016070;Paris (fr);[Hamburg (de)];1639-04-30
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-04-30
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-04-30
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-05-02
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-05-07
skp020263;skp043317;Paris (fr);?;1639-05-07
skp020263;skp028573;Paris (fr);?;1639-05-07
skp020263;epist11202;Paris (fr);?;1639-05-07
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-05-07
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-05-07
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-05-07
skp043611;skp020263;Den Haag (nl);[Paris (fr)];1639-05-09
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-05-09
epist0376;skp020263;Den Haag (nl);[Paris (fr)];1639-05-09
skp008151;skp020263;Hamburg (de);Paris (fr);1639-05-11
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-05-12
skp020263;skp035177;Paris (fr);Den Haag (nl);1639-05-12
skp026889;skp020263;Hamburg (de);[Paris (fr)];1639-05-13
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-05-14
skp020263;skp007980;Paris (fr);[Stockholm (se)];1639-05-14
skp020263;epist10954;Paris (fr);[Stockholm (se)];1639-05-14
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-05-14
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-05-14
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-05-14
skp020263;skp034069;Paris (fr);[Gdansk (pl)];1639-05-17
skp026889;skp020263;Hamburg (de);[Paris (fr)];1639-05-18
skp020679;skp020263;Gdansk (pl);[Paris (fr)];1639-05-19
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-05-19
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-05-21
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-05-21
skp020263;epist11202;Paris (fr);?;1639-05-21
skp020263;skp034001;Paris (fr);[Gdansk (pl)];1639-05-21
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-05-21
skp020263;skp026889;Paris (fr);[Hamburg (de)];1639-05-21
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-05-23
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-05-23
skp026889;skp020263;Hamburg (de);[Paris (fr)];1639-05-24
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-05-26
skp037503;skp020263;Gdansk (pl);Paris (fr);1639-05-26
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-05-27
skp020263;skp026144;Paris (fr);?;1639-05-28
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-05-28
skp020263;skp043611;[Paris (fr)];[Den Haag (nl)];1639-05-28
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-05-28
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-05-28
skp020263;epist0376;Paris (fr);[Den Haag (nl)];1639-05-28
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-05-29
skp017558;skp020263;Den Haag (nl);[Paris (fr)];1639-05-30
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-05-30
skp026889;skp020263;Hamburg (de);[Paris (fr)];1639-05-31
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-06-02
skp008933;skp020263;Lyon (fr);[Paris (fr)];1639-06-03
skp037503;skp020263;Gdansk (pl);[Paris (fr)];1639-06-03
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-06-04
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-06-04
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-06-04
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-06-04
skp020263;epist0376;Paris (fr);[Den Haag (nl)];1639-06-04
skp020263;skp026889;Paris (fr);[Hamburg (de)];1639-06-04
skp016522;skp020263;Amsterdam (nl);Paris (fr);1639-06-04
epist10722;skp020263;Amsterdam (nl);Paris (fr);1639-06-04
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-06-16
skp035177;skp020263;[Middelburg (nl)];[Paris (fr)];1639-06-07
skp043611;skp035177;Rotterdam (nl);Middelburg (nl);1639-06-01
skp026889;skp020263;Hamburg (de);[Paris (fr)];1639-06-07
skp020679;skp020263;Gdansk (pl);[Paris (fr)];1639-06-08
skp007980;skp020263;Jönköping (se);[Paris (fr)];1639-06-09
skp037503;skp020263;Gdansk (pl);Paris (fr);1639-06-10
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-06-11
skp020263;skp010515;Paris (fr);[Den Haag (nl)];1639-06-11
skp020263;skp043611;[Paris (fr)];[Den Haag (nl)];1639-06-11
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-06-11
skp020263;skp035177;Paris (fr);[Middelburg (nl)];1639-06-11
skp020263;skp035177;Paris (fr);Middelburg (nl);1639-06-11
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-06-12
skp017558;skp020263;Den Haag (nl);[Paris (fr)];1639-06-13
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-06-23
skp035177;skp020263;[Den Haag (nl)];[Paris (fr)];1639-06-13
epist11659;epist0000;Den Haag (nl);?;1639-06-13
skp020679;skp020263;Gdansk (pl);[Paris (fr)];1639-06-16
skp035177;skp020263;[Amersfoort (nl)];[Paris (fr)];1639-06-16
skp008335;skp020263;Paris (fr);[Paris (fr)];1639-06-16
skp026889;skp020263;Hamburg (de);[Paris (fr)];1639-06-17
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-06-18
skp020263;skp020679;Paris (fr);Gdansk (pl);1639-06-18
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-06-18
skp004280;skp020263;Jönköping (se);[Paris (fr)];1639-06-18
skp020263;skp035177;Paris (fr);Middelburg (nl);1639-06-18
skp020263;skp026889;Paris (fr);[Hamburg (de)];1639-06-18
skp020263;skp008335;Paris (fr);[Paris (fr)];1639-06-18
skp027229;skp020263;[Lübeck (de)];[Paris (fr)];1639-06-19
skp017558;skp020263;Den Haag (nl);[Paris (fr)];1639-06-20
epist10901;skp020263;Amsterdam (nl);Paris (fr);1639-06-20
skp020263;skp026144;Paris (fr);?;1639-06-25
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-06-25
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-06-25
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-06-25
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-06-25
skp035177;skp020263;Groningen (nl);[Paris (fr)];1639-06-25
skp020263;skp026889;Paris (fr);[Hamburg (de)];1639-06-25
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-06-27
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-06-30
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-07-02
skp020263;skp016070;Paris (fr);[Hamburg (de)];1639-07-02
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-07-02
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-07-02
skp020263;skp026889;Paris (fr);[Hamburg (de)];1639-07-02
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-07-06
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-07-08
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-07-09
skp020263;skp043611;[Paris (fr)];[Den Haag (nl)];1639-07-09
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-07-09
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-07-09
skp020263;skp026889;Paris (fr);[Hamburg (de)];1639-07-09
skp029080;skp020263;Utrecht (nl);Paris (fr);1639-07-09
skp008335;skp020263;Paris (fr);[Paris (fr)];1639-07-10
skp010515;skp020263;[Den Haag (nl)];[Paris (fr)];1639-07-11
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-07-11
skp020263;skp008335;Paris (fr);[Paris (fr)];1639-07-12
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-07-14
skp008335;skp020263;Paris (fr);[Paris (fr)];1639-07-15
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-07-16
skp020263;skp020679;Paris (fr);Gdansk (pl);1639-07-16
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-07-16
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-07-16
skp020263;skp008335;Paris (fr);[Paris (fr)];1639-07-17
epist10472;skp020263;?;[Paris (fr)];1639-07-19
skp017558;skp020263;Den Haag (nl);[Paris (fr)];1639-07-19
epist10472;skp020263;?;Paris (fr);1639-07-20
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-07-21
epist10472;skp020263;?;Paris (fr);1639-07-22
skp020263;skp026144;Paris (fr);?;1639-07-23
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-07-23
skp020263;skp043611;Paris (fr);[Den Haag (nl)];1639-07-23
skp020263;skp016070;Paris (fr);[Hamburg (de)];1639-07-23
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-07-23
skp020263;skp035177;Paris (fr);[Den Haag (nl)];1639-07-23
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-07-25
epist10472;skp020263;Basel (ch);Paris (fr);1639-07-26
skp008335;skp020263;Paris (fr);Paris (fr);1639-07-27
skp020263;skp008335;Paris (fr);[Paris (fr)];1639-07-27
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-07-28
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-07-30
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-07-30
skp020263;skp015524;Paris (fr);[Stockholm (se)];1639-07-30
skp020263;epist11245;Paris (fr);?;1639-07-30
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-07-30
skp020263;epist0376;Paris (fr);[Den Haag (nl)];1639-07-30
skp005759;skp020263;Eutin (de);Paris (fr);1639-08-01
skp043611;skp020263;Den Haag (nl);Paris (fr);1639-08-01
skp026889;skp020263;Hamburg (de);[Paris (fr)];1639-08-02
skp008933;skp020263;[Lyon (fr)];Paris (fr);1639-08-05
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-08-06
epist11369;skp020263;?;[Paris (fr)];1639-08-06
skp020263;skp016070;Paris (fr);[Hamburg (de)];1639-08-06
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-08-06
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-08-06
epist10318;skp020263;Yvoir (be);Paris (fr);1639-08-08
skp008703;skp020263;Den Haag (nl);[Paris (fr)];1639-08-08
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-08-18
skp034232;skp020263;Amsterdam (nl);[Paris (fr)];1639-08-08
epist10472;skp020263;?;Paris (fr);1639-08-11
skp005861;skp020263;Zürich (ch);[Paris (fr)];1639-08-11
skp020263;skp026144;Paris (fr);?;1639-08-13
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-08-13
skp020263;skp020679;Paris (fr);Gdansk (pl);1639-08-13
skp033866;skp020263;[Paris (fr)];[Paris (fr)];1639-08-13
skp020263;skp016070;Paris (fr);[Hamburg (de)];1639-08-13
skp020263;skp004280;Paris (fr);[Stockholm (se)];1639-08-13
skp020263;skp035177;[Paris (fr)];[Den Haag (nl)];1639-08-13
skp020263;epist10901;Paris (fr);Amsterdam (nl);1639-08-13
skp033866;skp020263;Paris (fr);[Paris (fr)];1639-08-14
skp020679;skp020263;Gdansk (pl);[Paris (fr)];1639-08-18
skp020263;skp032464;Paris (fr);[Alphen aan den Rijn (nl)];1639-08-20
skp020263;skp043611;[Paris (fr)];[Den Haag (nl)];1639-08-20
